========== V1 详细装箱坐标 ==========

第1辆车，装载164件，容积利用率 65.62%，重量利用率 33.02%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G2, 460.0, 80.0, 0.0, 50.0, 35.0, 25.0
G4, 160.0, 95.0, 0.0, 80.0, 60.0, 50.0
G1, 460.0, 115.0, 0.0, 60.0, 40.0, 30.0
G2, 300.0, 105.0, 0.0, 50.0, 35.0, 25.0
G4, 520.0, 115.0, 0.0, 80.0, 60.0, 50.0
G5, 0.0, 110.0, 0.0, 40.0, 40.0, 60.0
G1, 400.0, 120.0, 0.0, 60.0, 40.0, 30.0
G3, 610.0, 125.0, 0.0, 70.0, 50.0, 40.0
G2, 350.0, 110.0, 0.0, 50.0, 35.0, 25.0
G5, 260.0, 120.0, 0.0, 40.0, 40.0, 60.0
G3, 50.0, 140.0, 0.0, 70.0, 50.0, 40.0
G2, 300.0, 140.0, 0.0, 50.0, 35.0, 25.0
G5, 120.0, 140.0, 0.0, 40.0, 40.0, 60.0
G2, 350.0, 145.0, 0.0, 50.0, 35.0, 25.0
G3, 160.0, 155.0, 0.0, 70.0, 50.0, 40.0
G2, 0.0, 150.0, 0.0, 50.0, 35.0, 25.0
G4, 400.0, 160.0, 0.0, 80.0, 60.0, 50.0
G5, 260.0, 160.0, 0.0, 40.0, 40.0, 60.0
G4, 520.0, 175.0, 0.0, 80.0, 60.0, 50.0
G1, 600.0, 175.0, 0.0, 60.0, 40.0, 30.0
G2, 300.0, 175.0, 0.0, 50.0, 35.0, 25.0
G5, 480.0, 160.0, 0.0, 40.0, 40.0, 60.0
G4, 160.0, 35.0, 50.0, 80.0, 60.0, 50.0
G5, 120.0, 180.0, 0.0, 40.0, 40.0, 60.0
G5, 350.0, 180.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 185.0, 0.0, 50.0, 35.0, 25.0
G4, 50.0, 80.0, 50.0, 80.0, 60.0, 50.0
G4, 160.0, 95.0, 50.0, 80.0, 60.0, 50.0
G1, 50.0, 190.0, 0.0, 60.0, 40.0, 30.0
G1, 160.0, 205.0, 0.0, 60.0, 40.0, 30.0
G2, 220.0, 205.0, 0.0, 50.0, 35.0, 25.0
G2, 300.0, 210.0, 0.0, 50.0, 35.0, 25.0
G5, 480.0, 200.0, 0.0, 40.0, 40.0, 60.0
G2, 160.0, 0.0, 25.0, 50.0, 35.0, 25.0
G5, 0.0, 0.0, 30.0, 40.0, 40.0, 60.0
G1, 60.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 210.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 300.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 610.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 520.0, 115.0, 50.0, 80.0, 60.0, 50.0
G2, 300.0, 35.0, 25.0, 50.0, 35.0, 25.0
G1, 350.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 40.0, 25.0, 50.0, 35.0, 25.0
G2, 350.0, 40.0, 25.0, 50.0, 35.0, 25.0
G2, 520.0, 40.0, 25.0, 50.0, 35.0, 25.0
G1, 410.0, 0.0, 30.0, 60.0, 40.0, 30.0
G1, 470.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 300.0, 70.0, 25.0, 50.0, 35.0, 25.0
G4, 400.0, 160.0, 50.0, 80.0, 60.0, 50.0
G1, 610.0, 35.0, 30.0, 60.0, 40.0, 30.0
G4, 520.0, 175.0, 50.0, 80.0, 60.0, 50.0
G1, 50.0, 40.0, 30.0, 60.0, 40.0, 30.0
G1, 400.0, 40.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 75.0, 25.0, 50.0, 35.0, 25.0
G2, 350.0, 75.0, 25.0, 50.0, 35.0, 25.0
G5, 460.0, 40.0, 30.0, 40.0, 40.0, 60.0
G4, 160.0, 35.0, 100.0, 80.0, 60.0, 50.0
G2, 460.0, 80.0, 25.0, 50.0, 35.0, 25.0
G1, 400.0, 80.0, 30.0, 60.0, 40.0, 30.0
G1, 460.0, 115.0, 30.0, 60.0, 40.0, 30.0
G5, 400.0, 120.0, 30.0, 40.0, 40.0, 60.0
G1, 600.0, 175.0, 30.0, 60.0, 40.0, 30.0
G2, 300.0, 105.0, 25.0, 50.0, 35.0, 25.0
G1, 50.0, 190.0, 30.0, 60.0, 40.0, 30.0
G1, 160.0, 205.0, 30.0, 60.0, 40.0, 30.0
G1, 610.0, 75.0, 40.0, 60.0, 40.0, 30.0
G5, 610.0, 125.0, 40.0, 40.0, 40.0, 60.0
G5, 50.0, 140.0, 40.0, 40.0, 40.0, 60.0
G2, 350.0, 110.0, 25.0, 50.0, 35.0, 25.0
G2, 300.0, 140.0, 25.0, 50.0, 35.0, 25.0
G1, 160.0, 155.0, 40.0, 60.0, 40.0, 30.0
G1, 60.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 350.0, 145.0, 25.0, 50.0, 35.0, 25.0
G4, 50.0, 80.0, 100.0, 80.0, 60.0, 50.0
G5, 120.0, 0.0, 60.0, 40.0, 40.0, 60.0
G2, 0.0, 150.0, 25.0, 50.0, 35.0, 25.0
G2, 300.0, 175.0, 25.0, 50.0, 35.0, 25.0
G1, 350.0, 0.0, 60.0, 60.0, 40.0, 30.0
G1, 410.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 185.0, 25.0, 50.0, 35.0, 25.0
G2, 220.0, 205.0, 25.0, 50.0, 35.0, 25.0
G2, 300.0, 210.0, 25.0, 50.0, 35.0, 25.0
G5, 260.0, 0.0, 60.0, 40.0, 40.0, 60.0
G5, 470.0, 0.0, 60.0, 40.0, 40.0, 60.0
G5, 530.0, 0.0, 60.0, 40.0, 40.0, 60.0
G4, 160.0, 95.0, 100.0, 80.0, 60.0, 50.0
G5, 570.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 610.0, 35.0, 60.0, 60.0, 40.0, 30.0
G1, 50.0, 40.0, 60.0, 60.0, 40.0, 30.0
G2, 160.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 400.0, 40.0, 60.0, 60.0, 40.0, 30.0
G2, 300.0, 0.0, 50.0, 50.0, 35.0, 25.0
G4, 520.0, 115.0, 100.0, 80.0, 60.0, 50.0
G4, 400.0, 160.0, 100.0, 80.0, 60.0, 50.0
G1, 400.0, 80.0, 60.0, 60.0, 40.0, 30.0
G4, 520.0, 175.0, 100.0, 80.0, 60.0, 50.0
G1, 460.0, 115.0, 60.0, 60.0, 40.0, 30.0
G2, 610.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 600.0, 175.0, 60.0, 60.0, 40.0, 30.0
G4, 160.0, 35.0, 150.0, 80.0, 60.0, 50.0
G2, 300.0, 35.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 40.0, 50.0, 50.0, 35.0, 25.0
G5, 110.0, 40.0, 60.0, 40.0, 40.0, 60.0
G2, 350.0, 40.0, 50.0, 50.0, 35.0, 25.0
G5, 260.0, 40.0, 60.0, 40.0, 40.0, 60.0
G2, 520.0, 40.0, 50.0, 50.0, 35.0, 25.0
G2, 300.0, 70.0, 50.0, 50.0, 35.0, 25.0
G1, 50.0, 190.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 75.0, 50.0, 50.0, 35.0, 25.0
G2, 350.0, 75.0, 50.0, 50.0, 35.0, 25.0
G2, 460.0, 80.0, 50.0, 50.0, 35.0, 25.0
G5, 520.0, 75.0, 60.0, 40.0, 40.0, 60.0
G2, 300.0, 105.0, 50.0, 50.0, 35.0, 25.0
G2, 350.0, 110.0, 50.0, 50.0, 35.0, 25.0
G2, 300.0, 140.0, 50.0, 50.0, 35.0, 25.0
G1, 160.0, 205.0, 60.0, 60.0, 40.0, 30.0
G2, 350.0, 145.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 150.0, 50.0, 50.0, 35.0, 25.0
G5, 260.0, 80.0, 60.0, 40.0, 40.0, 60.0
G1, 610.0, 75.0, 70.0, 60.0, 40.0, 30.0
G5, 0.0, 110.0, 60.0, 40.0, 40.0, 60.0
G2, 300.0, 175.0, 50.0, 50.0, 35.0, 25.0
G4, 50.0, 80.0, 150.0, 80.0, 60.0, 50.0
G4, 160.0, 95.0, 150.0, 80.0, 60.0, 50.0
G2, 0.0, 185.0, 50.0, 50.0, 35.0, 25.0
G2, 220.0, 205.0, 50.0, 50.0, 35.0, 25.0
G2, 300.0, 210.0, 50.0, 50.0, 35.0, 25.0
G2, 160.0, 155.0, 70.0, 50.0, 35.0, 25.0
G1, 60.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 350.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 410.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 610.0, 35.0, 90.0, 60.0, 40.0, 30.0
G2, 160.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 75.0, 50.0, 35.0, 25.0
G4, 520.0, 115.0, 150.0, 80.0, 60.0, 50.0
G5, 260.0, 120.0, 60.0, 40.0, 40.0, 60.0
G1, 50.0, 40.0, 90.0, 60.0, 40.0, 30.0
G4, 400.0, 160.0, 150.0, 80.0, 60.0, 50.0
G2, 300.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 400.0, 40.0, 90.0, 60.0, 40.0, 30.0
G2, 610.0, 0.0, 75.0, 50.0, 35.0, 25.0
G5, 120.0, 140.0, 60.0, 40.0, 40.0, 60.0
G2, 300.0, 35.0, 75.0, 50.0, 35.0, 25.0
G5, 260.0, 160.0, 60.0, 40.0, 40.0, 60.0
G2, 0.0, 40.0, 75.0, 50.0, 35.0, 25.0
G5, 480.0, 160.0, 60.0, 40.0, 40.0, 60.0
G2, 350.0, 40.0, 75.0, 50.0, 35.0, 25.0
G2, 520.0, 40.0, 75.0, 50.0, 35.0, 25.0
G4, 520.0, 175.0, 150.0, 80.0, 60.0, 50.0
G5, 120.0, 180.0, 60.0, 40.0, 40.0, 60.0
G2, 300.0, 70.0, 75.0, 50.0, 35.0, 25.0
G1, 400.0, 80.0, 90.0, 60.0, 40.0, 30.0
G1, 460.0, 115.0, 90.0, 60.0, 40.0, 30.0
G2, 0.0, 75.0, 75.0, 50.0, 35.0, 25.0
G1, 600.0, 175.0, 90.0, 60.0, 40.0, 30.0
G1, 50.0, 190.0, 90.0, 60.0, 40.0, 30.0
G2, 350.0, 75.0, 75.0, 50.0, 35.0, 25.0
G5, 350.0, 180.0, 60.0, 40.0, 40.0, 60.0
G1, 160.0, 205.0, 90.0, 60.0, 40.0, 30.0
G1, 610.0, 75.0, 100.0, 60.0, 40.0, 30.0
G1, 60.0, 0.0, 120.0, 60.0, 40.0, 30.0
G2, 300.0, 105.0, 75.0, 50.0, 35.0, 25.0
G2, 350.0, 110.0, 75.0, 50.0, 35.0, 25.0
G1, 350.0, 0.0, 120.0, 60.0, 40.0, 30.0
G2, 300.0, 140.0, 75.0, 50.0, 35.0, 25.0
G1, 410.0, 0.0, 120.0, 60.0, 40.0, 30.0
G2, 350.0, 145.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 150.0, 75.0, 50.0, 35.0, 25.0
G5, 480.0, 200.0, 60.0, 40.0, 40.0, 60.0
G5, 0.0, 0.0, 90.0, 40.0, 40.0, 60.0
G1, 610.0, 35.0, 120.0, 60.0, 40.0, 30.0
G2, 300.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 50.0, 40.0, 120.0, 60.0, 40.0, 30.0
G2, 0.0, 185.0, 75.0, 50.0, 35.0, 25.0
G1, 460.0, 115.0, 120.0, 60.0, 40.0, 30.0
G1, 600.0, 175.0, 120.0, 60.0, 40.0, 30.0
G1, 50.0, 190.0, 120.0, 60.0, 40.0, 30.0
G5, 400.0, 120.0, 90.0, 40.0, 40.0, 60.0
G5, 610.0, 125.0, 100.0, 40.0, 40.0, 60.0
G2, 220.0, 205.0, 75.0, 50.0, 35.0, 25.0
G2, 300.0, 210.0, 75.0, 50.0, 35.0, 25.0
G1, 160.0, 205.0, 120.0, 60.0, 40.0, 30.0
G1, 610.0, 75.0, 130.0, 60.0, 40.0, 30.0
G2, 160.0, 155.0, 95.0, 50.0, 35.0, 25.0
G2, 160.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 610.0, 35.0, 150.0, 60.0, 40.0, 30.0
G5, 50.0, 140.0, 100.0, 40.0, 40.0, 60.0
G2, 210.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 50.0, 190.0, 150.0, 60.0, 40.0, 30.0
G1, 160.0, 205.0, 150.0, 60.0, 40.0, 30.0
G1, 610.0, 75.0, 160.0, 60.0, 40.0, 30.0
G2, 300.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 50.0, 190.0, 180.0, 60.0, 40.0, 30.0
G1, 160.0, 205.0, 180.0, 60.0, 40.0, 30.0
G5, 260.0, 0.0, 120.0, 40.0, 40.0, 60.0
G2, 0.0, 40.0, 100.0, 50.0, 35.0, 25.0
G2, 0.0, 75.0, 100.0, 50.0, 35.0, 25.0
G5, 470.0, 0.0, 120.0, 40.0, 40.0, 60.0
G2, 0.0, 150.0, 100.0, 50.0, 35.0, 25.0
G1, 160.0, 95.0, 200.0, 60.0, 40.0, 30.0
G2, 300.0, 175.0, 100.0, 50.0, 35.0, 25.0
G2, 0.0, 185.0, 100.0, 50.0, 35.0, 25.0
G1, 400.0, 160.0, 200.0, 60.0, 40.0, 30.0
G5, 260.0, 80.0, 120.0, 40.0, 40.0, 60.0
G1, 520.0, 175.0, 200.0, 60.0, 40.0, 30.0
G2, 220.0, 205.0, 100.0, 50.0, 35.0, 25.0
G2, 300.0, 210.0, 100.0, 50.0, 35.0, 25.0
G2, 400.0, 80.0, 120.0, 50.0, 35.0, 25.0
G5, 0.0, 110.0, 120.0, 40.0, 40.0, 60.0
G1, 50.0, 190.0, 210.0, 60.0, 40.0, 30.0
G2, 160.0, 155.0, 120.0, 50.0, 35.0, 25.0
G2, 0.0, 75.0, 125.0, 50.0, 35.0, 25.0
G1, 160.0, 205.0, 210.0, 60.0, 40.0, 30.0
G1, 600.0, 215.0, 0.0, 60.0, 30.0, 40.0
G1, 600.0, 215.0, 40.0, 60.0, 30.0, 40.0
G2, 300.0, 175.0, 125.0, 50.0, 35.0, 25.0
G1, 600.0, 215.0, 80.0, 60.0, 30.0, 40.0
G1, 60.0, 0.0, 150.0, 60.0, 30.0, 40.0
G2, 220.0, 205.0, 125.0, 50.0, 35.0, 25.0
G2, 400.0, 80.0, 145.0, 50.0, 35.0, 25.0
G2, 160.0, 155.0, 145.0, 50.0, 35.0, 25.0
G1, 350.0, 0.0, 150.0, 60.0, 30.0, 40.0
G2, 410.0, 0.0, 150.0, 50.0, 35.0, 25.0
G1, 60.0, 0.0, 190.0, 60.0, 30.0, 40.0
G2, 460.0, 115.0, 150.0, 50.0, 35.0, 25.0
G2, 300.0, 175.0, 150.0, 50.0, 35.0, 25.0
G5, 0.0, 0.0, 150.0, 40.0, 40.0, 60.0
G2, 220.0, 205.0, 150.0, 50.0, 35.0, 25.0
G5, 610.0, 125.0, 160.0, 40.0, 40.0, 60.0
G5, 0.0, 110.0, 180.0, 40.0, 40.0, 60.0
G2, 400.0, 80.0, 170.0, 50.0, 35.0, 25.0
G1, 570.0, 80.0, 0.0, 40.0, 30.0, 60.0
G2, 410.0, 0.0, 175.0, 50.0, 35.0, 25.0
G2, 460.0, 115.0, 175.0, 50.0, 35.0, 25.0
G2, 410.0, 0.0, 200.0, 50.0, 35.0, 25.0
G1, 570.0, 80.0, 60.0, 40.0, 30.0, 60.0
G1, 520.0, 40.0, 100.0, 40.0, 30.0, 60.0
G2, 460.0, 115.0, 200.0, 50.0, 35.0, 25.0
G2, 0.0, 220.0, 0.0, 50.0, 25.0, 35.0
G1, 530.0, 0.0, 120.0, 40.0, 30.0, 60.0
G2, 350.0, 220.0, 0.0, 50.0, 25.0, 35.0
G2, 400.0, 220.0, 0.0, 50.0, 25.0, 35.0
G1, 520.0, 75.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 220.0, 35.0, 50.0, 25.0, 35.0
G2, 350.0, 220.0, 35.0, 50.0, 25.0, 35.0
G2, 400.0, 220.0, 35.0, 50.0, 25.0, 35.0
G2, 350.0, 220.0, 70.0, 50.0, 25.0, 35.0
G1, 570.0, 80.0, 120.0, 40.0, 30.0, 60.0
G2, 400.0, 220.0, 70.0, 50.0, 25.0, 35.0
G2, 610.0, 0.0, 100.0, 50.0, 25.0, 35.0
G1, 0.0, 40.0, 125.0, 40.0, 30.0, 60.0
G1, 0.0, 185.0, 125.0, 40.0, 30.0, 60.0
G2, 350.0, 40.0, 100.0, 50.0, 25.0, 35.0
G2, 300.0, 105.0, 100.0, 50.0, 25.0, 35.0
G1, 300.0, 210.0, 125.0, 40.0, 30.0, 60.0
G1, 0.0, 75.0, 150.0, 40.0, 30.0, 60.0
G1, 520.0, 40.0, 160.0, 40.0, 30.0, 60.0
G1, 50.0, 140.0, 160.0, 40.0, 30.0, 60.0
G2, 350.0, 220.0, 105.0, 50.0, 25.0, 35.0
G2, 600.0, 215.0, 120.0, 50.0, 25.0, 35.0
G2, 160.0, 0.0, 125.0, 50.0, 25.0, 35.0
G2, 210.0, 0.0, 125.0, 50.0, 25.0, 35.0
G2, 300.0, 0.0, 125.0, 50.0, 25.0, 35.0
G1, 470.0, 0.0, 180.0, 40.0, 30.0, 60.0
G1, 530.0, 0.0, 180.0, 40.0, 30.0, 60.0
G2, 0.0, 150.0, 125.0, 50.0, 25.0, 35.0
G2, 610.0, 0.0, 135.0, 50.0, 25.0, 35.0
G1, 0.0, 185.0, 185.0, 40.0, 30.0, 60.0
G2, 50.0, 40.0, 150.0, 50.0, 25.0, 35.0
G2, 160.0, 0.0, 160.0, 50.0, 25.0, 35.0
G1, 300.0, 210.0, 185.0, 40.0, 30.0, 60.0
G1, 130.0, 80.0, 0.0, 30.0, 60.0, 40.0
G2, 300.0, 0.0, 160.0, 50.0, 25.0, 35.0
G1, 130.0, 80.0, 40.0, 30.0, 60.0, 40.0
G2, 610.0, 0.0, 170.0, 50.0, 25.0, 35.0
G2, 300.0, 175.0, 175.0, 50.0, 25.0, 35.0
G1, 130.0, 80.0, 80.0, 30.0, 60.0, 40.0
G1, 230.0, 155.0, 0.0, 30.0, 40.0, 60.0
G1, 650.0, 125.0, 40.0, 30.0, 40.0, 60.0
G1, 90.0, 140.0, 40.0, 30.0, 40.0, 60.0
G1, 230.0, 155.0, 60.0, 30.0, 40.0, 60.0
G1, 650.0, 125.0, 100.0, 30.0, 40.0, 60.0
G2, 50.0, 40.0, 185.0, 50.0, 25.0, 35.0
G1, 260.0, 40.0, 120.0, 30.0, 40.0, 60.0
G2, 610.0, 0.0, 205.0, 50.0, 25.0, 35.0
G1, 260.0, 120.0, 120.0, 30.0, 40.0, 60.0
G1, 120.0, 140.0, 120.0, 30.0, 40.0, 60.0
G1, 120.0, 180.0, 120.0, 30.0, 40.0, 60.0
G1, 650.0, 125.0, 160.0, 30.0, 40.0, 60.0
G1, 260.0, 0.0, 180.0, 30.0, 40.0, 60.0
G1, 260.0, 80.0, 180.0, 30.0, 40.0, 60.0
G2, 120.0, 220.0, 0.0, 35.0, 25.0, 50.0
G2, 120.0, 220.0, 50.0, 35.0, 25.0, 50.0
G2, 0.0, 220.0, 70.0, 35.0, 25.0, 50.0
G2, 350.0, 110.0, 100.0, 35.0, 25.0, 50.0
G2, 300.0, 140.0, 100.0, 35.0, 25.0, 50.0
G2, 120.0, 220.0, 100.0, 35.0, 25.0, 50.0
G2, 120.0, 0.0, 120.0, 35.0, 25.0, 50.0
G2, 570.0, 0.0, 120.0, 35.0, 25.0, 50.0
G2, 480.0, 160.0, 120.0, 35.0, 25.0, 50.0
G2, 0.0, 220.0, 120.0, 35.0, 25.0, 50.0
G2, 120.0, 220.0, 150.0, 35.0, 25.0, 50.0
G2, 480.0, 160.0, 170.0, 35.0, 25.0, 50.0
G2, 0.0, 220.0, 170.0, 35.0, 25.0, 50.0
G2, 570.0, 80.0, 180.0, 35.0, 25.0, 50.0
G2, 160.0, 0.0, 195.0, 35.0, 25.0, 50.0
G2, 130.0, 80.0, 120.0, 25.0, 50.0, 35.0
G2, 270.0, 205.0, 0.0, 25.0, 35.0, 50.0
G2, 270.0, 205.0, 50.0, 25.0, 35.0, 50.0
G2, 270.0, 205.0, 100.0, 25.0, 35.0, 50.0
G2, 230.0, 155.0, 120.0, 25.0, 35.0, 50.0
G2, 230.0, 155.0, 170.0, 25.0, 35.0, 50.0

第2辆车，装载344件，容积利用率 62.42%，重量利用率 41.30%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G2, 0.0, 0.0, 0.0, 50.0, 35.0, 25.0
G4, 50.0, 0.0, 0.0, 80.0, 60.0, 50.0
G5, 130.0, 0.0, 0.0, 40.0, 40.0, 60.0
G3, 170.0, 0.0, 0.0, 70.0, 50.0, 40.0
G5, 240.0, 0.0, 0.0, 40.0, 40.0, 60.0
G1, 280.0, 0.0, 0.0, 60.0, 40.0, 30.0
G4, 340.0, 0.0, 0.0, 80.0, 60.0, 50.0
G5, 420.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 460.0, 0.0, 0.0, 50.0, 35.0, 25.0
G2, 510.0, 0.0, 0.0, 50.0, 35.0, 25.0
G2, 560.0, 0.0, 0.0, 50.0, 35.0, 25.0
G5, 610.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 35.0, 0.0, 50.0, 35.0, 25.0
G2, 460.0, 35.0, 0.0, 50.0, 35.0, 25.0
G2, 510.0, 35.0, 0.0, 50.0, 35.0, 25.0
G5, 560.0, 35.0, 0.0, 40.0, 40.0, 60.0
G2, 240.0, 40.0, 0.0, 50.0, 35.0, 25.0
G2, 290.0, 40.0, 0.0, 50.0, 35.0, 25.0
G5, 130.0, 40.0, 0.0, 40.0, 40.0, 60.0
G4, 50.0, 60.0, 0.0, 80.0, 60.0, 50.0
G4, 340.0, 60.0, 0.0, 80.0, 60.0, 50.0
G2, 610.0, 40.0, 0.0, 50.0, 35.0, 25.0
G1, 170.0, 50.0, 0.0, 60.0, 40.0, 30.0
G3, 460.0, 70.0, 0.0, 70.0, 50.0, 40.0
G1, 240.0, 75.0, 0.0, 60.0, 40.0, 30.0
G5, 420.0, 40.0, 0.0, 40.0, 40.0, 60.0
G4, 560.0, 75.0, 0.0, 80.0, 60.0, 50.0
G1, 170.0, 90.0, 0.0, 60.0, 40.0, 30.0
G1, 240.0, 115.0, 0.0, 60.0, 40.0, 30.0
G4, 50.0, 120.0, 0.0, 80.0, 60.0, 50.0
G1, 340.0, 120.0, 0.0, 60.0, 40.0, 30.0
G2, 0.0, 70.0, 0.0, 50.0, 35.0, 25.0
G5, 300.0, 75.0, 0.0, 40.0, 40.0, 60.0
G1, 400.0, 120.0, 0.0, 60.0, 40.0, 30.0
G1, 460.0, 120.0, 0.0, 60.0, 40.0, 30.0
G5, 640.0, 75.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 105.0, 0.0, 50.0, 35.0, 25.0
G5, 130.0, 80.0, 0.0, 40.0, 40.0, 60.0
G2, 170.0, 130.0, 0.0, 50.0, 35.0, 25.0
G2, 560.0, 135.0, 0.0, 50.0, 35.0, 25.0
G2, 610.0, 135.0, 0.0, 50.0, 35.0, 25.0
G2, 0.0, 140.0, 0.0, 50.0, 35.0, 25.0
G3, 240.0, 155.0, 0.0, 70.0, 50.0, 40.0
G1, 340.0, 160.0, 0.0, 60.0, 40.0, 30.0
G1, 400.0, 160.0, 0.0, 60.0, 40.0, 30.0
G2, 460.0, 160.0, 0.0, 50.0, 35.0, 25.0
G1, 170.0, 165.0, 0.0, 60.0, 40.0, 30.0
G1, 560.0, 170.0, 0.0, 60.0, 40.0, 30.0
G1, 620.0, 170.0, 0.0, 60.0, 40.0, 30.0
G2, 510.0, 160.0, 0.0, 50.0, 35.0, 25.0
G1, 50.0, 180.0, 0.0, 60.0, 40.0, 30.0
G5, 420.0, 80.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 175.0, 0.0, 50.0, 35.0, 25.0
G2, 110.0, 180.0, 0.0, 50.0, 35.0, 25.0
G1, 460.0, 195.0, 0.0, 60.0, 40.0, 30.0
G2, 340.0, 200.0, 0.0, 50.0, 35.0, 25.0
G1, 390.0, 200.0, 0.0, 60.0, 40.0, 30.0
G3, 170.0, 205.0, 0.0, 70.0, 40.0, 50.0
G2, 240.0, 205.0, 0.0, 50.0, 35.0, 25.0
G4, 50.0, 0.0, 50.0, 80.0, 60.0, 50.0
G3, 290.0, 205.0, 0.0, 50.0, 40.0, 70.0
G4, 340.0, 0.0, 50.0, 80.0, 60.0, 50.0
G1, 280.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 210.0, 0.0, 50.0, 35.0, 25.0
G4, 50.0, 60.0, 50.0, 80.0, 60.0, 50.0
G1, 170.0, 50.0, 30.0, 60.0, 40.0, 30.0
G4, 340.0, 60.0, 50.0, 80.0, 60.0, 50.0
G3, 130.0, 120.0, 0.0, 40.0, 50.0, 70.0
G5, 300.0, 115.0, 0.0, 40.0, 40.0, 60.0
G1, 240.0, 75.0, 30.0, 60.0, 40.0, 30.0
G3, 520.0, 195.0, 0.0, 40.0, 50.0, 70.0
G1, 170.0, 90.0, 30.0, 60.0, 40.0, 30.0
G4, 560.0, 75.0, 50.0, 80.0, 60.0, 50.0
G2, 560.0, 210.0, 0.0, 50.0, 35.0, 25.0
G2, 610.0, 210.0, 0.0, 50.0, 35.0, 25.0
G1, 240.0, 115.0, 30.0, 60.0, 40.0, 30.0
G5, 520.0, 120.0, 0.0, 40.0, 40.0, 60.0
G5, 340.0, 120.0, 30.0, 40.0, 40.0, 60.0
G2, 0.0, 0.0, 25.0, 50.0, 35.0, 25.0
G5, 400.0, 120.0, 30.0, 40.0, 40.0, 60.0
G1, 460.0, 120.0, 30.0, 60.0, 40.0, 30.0
G2, 460.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 510.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 340.0, 160.0, 30.0, 60.0, 40.0, 30.0
G5, 400.0, 160.0, 30.0, 40.0, 40.0, 60.0
G2, 560.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 170.0, 165.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 35.0, 25.0, 50.0, 35.0, 25.0
G1, 560.0, 170.0, 30.0, 60.0, 40.0, 30.0
G1, 620.0, 170.0, 30.0, 60.0, 40.0, 30.0
G2, 460.0, 35.0, 25.0, 50.0, 35.0, 25.0
G4, 50.0, 120.0, 50.0, 80.0, 60.0, 50.0
G1, 50.0, 180.0, 30.0, 60.0, 40.0, 30.0
G1, 460.0, 195.0, 30.0, 60.0, 40.0, 30.0
G1, 390.0, 200.0, 30.0, 60.0, 40.0, 30.0
G5, 170.0, 0.0, 40.0, 40.0, 40.0, 60.0
G5, 460.0, 70.0, 40.0, 40.0, 40.0, 60.0
G2, 510.0, 35.0, 25.0, 50.0, 35.0, 25.0
G2, 240.0, 40.0, 25.0, 50.0, 35.0, 25.0
G1, 240.0, 155.0, 40.0, 60.0, 40.0, 30.0
G5, 170.0, 205.0, 50.0, 40.0, 40.0, 60.0
G1, 280.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 290.0, 40.0, 25.0, 50.0, 35.0, 25.0
G1, 170.0, 50.0, 60.0, 60.0, 40.0, 30.0
G1, 240.0, 75.0, 60.0, 60.0, 40.0, 30.0
G2, 610.0, 40.0, 25.0, 50.0, 35.0, 25.0
